creatorLabel,datebirth,datedeath,placebirthLabel,coord,lat_long,placedeathLabel,coord_2,lat_long_2
Hans Vonmetz,1905-08-29T00:00:00Z,1975-01-01T00:00:00Z,Trente,Point(11.116666666 46.066666666),"46.066666666667, 11.116666666667",Innsbruck,,"47.266666666667, 11.383333333333"
Jan Chełmiński,1851-01-01T00:00:00Z,1925-01-01T00:00:00Z,Brzustów,Point(21.569444444 51.473888888),"51.473888888889, 21.569444444444",New York,,"40.67, -73.94"
Karl Völker,1889-10-17T00:00:00Z,1962-12-28T00:00:00Z,Halle,Point(11.971944444 51.483055555),"51.48333333, 11.96666667",Weimar,,"50.983333333333, 11.316666666667"
Karl Völker,1889-10-17T00:00:00Z,1962-12-28T00:00:00Z,Halle,Point(11.971944444 51.483055555),"51.483055555556, 11.971944444444",Weimar,,"50.983333333333, 11.316666666667"
Wäinö Aaltonen,1894-03-08T00:00:00Z,1966-05-30T00:00:00Z,Karinainen,Point(22.753372 60.70276),"60.70276, 22.753372",Helsinki,,"60.173333333333, 24.948611111111"
Karl Jäger,1888-09-20T00:00:00Z,1959-06-22T00:00:00Z,Schaffhouse,Point(8.633055555 47.7),"47.7, 8.6330555555556",Hohenasperg,,"48.9103, 9.13833"
Bernhard Pankok,1872-05-16T00:00:00Z,1943-04-05T00:00:00Z,Münster,Point(7.633333333 51.966666666),"51.966666666667, 7.6333333333333",Baierbrunn,,"48.016666666667, 11.483333333333"
Paul Leroy,1860-12-27T00:00:00Z,1942-01-01T00:00:00Z,Paris,Point(2.351827777 48.856577777),"48.856577777778, 2.3518277777778",Paris,,"48.856577777778, 2.3518277777778"
Albert Bierstadt,1830-01-07T00:00:00Z,1902-02-18T00:00:00Z,Solingen,Point(7.083333333 51.166666666),"51.166666666667, 7.0833333333333",New York,,"40.67, -73.94"
Rudolf Wacker,1893-02-25T00:00:00Z,1939-04-19T00:00:00Z,Bregenz,Point(9.749166666 47.505),"47.505, 9.7491666666667",Bregenz,,"47.505, 9.7491666666667"
Karl Hofer,1878-10-11T00:00:00Z,1955-04-03T00:00:00Z,Karlsruhe,Point(8.404166666 49.013888888),"49.013888888889, 8.4041666666667",Berlin,,"52.516666666667, 13.383333333333"
Heinrich Leutemann,1824-10-08T00:00:00Z,1905-12-14T00:00:00Z,Großzschocher,Point(12.3261 51.3006),"51.3006, 12.3261",Wittgensdorf,,"50.8817, 12.8694"
Edward Hopper,1882-07-22T00:00:00Z,1967-05-15T00:00:00Z,Nyack,Point(-73.9225 41.0925),"41.0925, -73.9225",New York,,"40.67, -73.94"
Nína Tryggvadóttir,1913-03-16T00:00:00Z,1968-06-18T00:00:00Z,Seyðisfjörður,Point(-13.6 65.15),"65.15, -13.6",New York,,"40.67, -73.94"
Käthe Kruse,1883-09-17T00:00:00Z,1968-07-19T00:00:00Z,Wrocław,Point(17.03533 51.10773),"51.10773, 17.03533",Murnau am Staffelsee,,"47.683333333333, 11.2"
Anatoli Lvovich Kaplan,1903-01-10T00:00:00Z,1980-07-03T00:00:00Z,Rahatchow,Point(30.05 53.1),"53.1, 30.05",Saint-Pétersbourg,,"59.95, 30.316666666667"
Else Meidner,1901-09-02T00:00:00Z,1987-05-07T00:00:00Z,Berlin,Point(13.383333333 52.516666666),"52.516666666667, 13.383333333333",Londres,,"51.507222222222, -0.1275"
Gutzon Borglum,1867-03-25T00:00:00Z,1941-03-06T00:00:00Z,Saint Charles,Point(-111.39 42.1125),"42.1125, -111.39",Chicago,,"41.9, -87.65"
Wolfgang Hildesheimer,1916-12-09T00:00:00Z,1991-08-21T00:00:00Z,Hambourg,Point(10.0 53.55),"53.55, 10",Poschiavo,,"46.333333333333, 10.049722222222"
Arthur Frank Mathews,1860-01-01T00:00:00Z,1945-02-19T00:00:00Z,Wisconsin,Point(-89.5 44.5),"44.5, -89.5",San Francisco,,"37.766667, -122.433333"
Abram Arkhipov,1862-08-27T00:00:00Z,1930-09-25T00:00:00Z,Gouvernement de Riazan,Point(39.716666666 54.616666666),"54.616666666667, 39.716666666667",Moscou,,"55.755833333333, 37.617777777778"
Jean-Léon Gérôme,1824-05-10T00:00:00Z,1904-01-10T00:00:00Z,Vesoul,Point(6.155277777 47.622222222),"47.622222222222, 6.1552777777778",Paris,,"48.856577777778, 2.3518277777778"
Tyko Vylka,1886-02-27T00:00:00Z,1960-09-29T00:00:00Z,Belushya Guba,Point(52.336411111 71.54075),"71.54075, 52.336411111111",Arkhangelsk,,"64.55, 40.533333333333"
Rudolf Alexander Schröder,1878-01-26T00:00:00Z,1962-08-22T00:00:00Z,Brême,Point(8.808888888 53.076944444),"53.076944444444, 8.8088888888889",Bad Wiessee,,"47.716666666667, 11.716666666667"
Zacharie Astruc,1833-02-23T00:00:00Z,1907-05-24T00:00:00Z,Angers,Point(-0.555555555 47.472777777),"47.472777777778, -0.55555555555556",Paris,,"48.856577777778, 2.3518277777778"
Gertrude Abercrombie,1909-02-17T00:00:00Z,1977-07-03T00:00:00Z,Austin,Point(-97.733333333 30.3),"30.3, -97.733333333333",Chicago,,"41.9, -87.65"
James Abbott McNeill Whistler,1834-07-11T00:00:00Z,1903-07-17T00:00:00Z,Lowell,Point(-71.314722222 42.639444444),"42.639444444444, -71.314722222222",Chelsea,,"51.4875, -0.1684"
Tadeusz Dowgird,1852-03-10T00:00:00Z,1919-11-01T00:00:00Z,Gouvernement de Novgorod,Point(32.38333333 58.43333333),"58.43333333, 32.38333333",Kaunas,,"54.9, 23.933333333333"
Heinrich Campendonk,1889-11-03T00:00:00Z,1957-05-09T00:00:00Z,Krefeld,Point(6.566666666 51.333333333),"51.333333333333, 6.5666666666667",Amsterdam,,"52.383333333333, 4.9"
Henryk Siemiradzki,1843-10-24T00:00:00Z,1902-08-23T00:00:00Z,Petchenegui,Point(36.936388888 49.864722222),"49.864722222222, 36.936388888889",Strzałkowo,,"51.0503, 19.4892"
Karl Gussow,1843-03-25T00:00:00Z,1907-03-27T00:00:00Z,Havelberg,Point(12.074444444 52.825),"52.825, 12.074444444444",Pasing,,"48.15, 11.45"
Max Clarenbach,1880-05-19T00:00:00Z,1952-07-09T00:00:00Z,Neuss,Point(6.693888888 51.200277777),"51.200277777778, 6.6938888888889",Wittlaer,,"51.3186, 6.74333"
Arthur Segal,1875-07-13T00:00:00Z,1944-06-23T00:00:00Z,Iași,Point(27.588888888 47.162222222),"47.162222222222, 27.588888888889",Londres,,"51.507222222222, -0.1275"
Sergio Burzi,1901-10-01T00:00:00Z,1954-01-01T00:00:00Z,Bologne,Point(11.342777777 44.493888888),"44.493888888889, 11.342777777778",Bologne,,"44.493888888889, 11.342777777778"
Stuart Sutcliffe,1940-06-23T00:00:00Z,1962-04-10T00:00:00Z,Simpson Memorial Maternity Hospital,Point(-3.13667 55.9222),"55.9222, -3.13667",Hambourg,,"53.55, 10"
Rudolf Alexander Schröder,1878-01-26T00:00:00Z,1962-08-23T00:00:00Z,Brême,Point(8.808888888 53.076944444),"53.076944444444, 8.8088888888889",Bad Wiessee,,"47.716666666667, 11.716666666667"
Hans Bellmer,1902-03-13T00:00:00Z,1975-02-23T00:00:00Z,Katowice,Point(19.0 50.25),"50.25, 19",Paris,,"48.856577777778, 2.3518277777778"
Méret Oppenheim,1913-10-06T00:00:00Z,1985-11-15T00:00:00Z,Charlottenburg,Point(13.3 52.516666666),"52.516666666667, 13.3",Bâle,,"47.550555555556, 7.5911111111111"
Wilhelm Scheiner,1852-01-01T00:00:00Z,1922-01-01T00:00:00Z,Siegen,Point(8.016666666 50.875555555),"50.875555555556, 8.0166666666667",Deutz,,"50.9347, 6.9878"
Otto Wilhelm Thomé,1840-03-22T00:00:00Z,1925-06-26T00:00:00Z,Cologne,Point(6.957777777 50.942222222),"50.942222222222, 6.9577777777778",Cologne,,"50.942222222222, 6.9577777777778"
Yervant Voskan,1855-01-01T00:00:00Z,1914-01-01T00:00:00Z,Istanbul,Point(28.960277777 41.01),"41.01, 28.960277777778",Istanbul,,"41.01, 28.960277777778"
Werner Schuch,1843-10-02T00:00:00Z,1918-04-24T00:00:00Z,Hildesheim,Point(9.95 52.15),"52.15, 9.95",Berlin,,"52.516666666667, 13.383333333333"
Wilhelm Degode,1862-01-01T00:00:00Z,1931-01-01T00:00:00Z,Oldenbourg,Point(8.213888888 53.143888888),"53.143888888889, 8.2138888888889",Düsseldorf,,"51.216666666667, 6.8166666666667"
Jean Cocteau,1889-07-05T00:00:00Z,1963-10-11T00:00:00Z,Maisons-Laffitte,Point(2.145 48.946111111),"48.946111111111, 2.145",Milly-la-Forêt,,"48.404166666667, 2.4669444444444"
William Holman Hunt,1827-04-02T00:00:00Z,1910-09-07T00:00:00Z,Londres,Point(-0.1275 51.507222222),"51.507222222222, -0.1275",Londres,,"51.507222222222, -0.1275"
Hans Richter,1888-04-06T00:00:00Z,1976-02-01T00:00:00Z,Berlin,Point(13.383333333 52.516666666),"52.516666666667, 13.383333333333",Minusio,,"46.183333333333, 8.8166666666667"
Eugène Ionesco,1909-11-26T00:00:00Z,1994-03-28T00:00:00Z,Slatina,Point(24.364166666 44.429722222),"44.429722222222, 24.364166666667",Paris,,"48.856577777778, 2.3518277777778"
Fritz Ketz,1903-06-12T00:00:00Z,1983-07-15T00:00:00Z,Duisbourg,Point(6.761111111 51.432222222),"51.432222222222, 6.7611111111111",Pfullingen,,"48.465555555556, 9.2261111111111"
Franz Defregger,1835-04-30T00:00:00Z,1921-01-02T00:00:00Z,Iselsberg-Stronach,Point(12.847777777 46.833611111),"46.833611111111, 12.847777777778",Munich,,"48.133333333333, 11.566666666667"
Dagobert Peche,1887-04-03T00:00:00Z,1923-04-16T00:00:00Z,Sankt Michael im Lungau,Point(13.633333333 47.1),"47.1, 13.633333333333",Mödling,,"48.085555555556, 16.283055555556"
Marthe Donas,1885-10-26T00:00:00Z,1967-01-31T00:00:00Z,Anvers,Point(4.4 51.216666666),"51.216666666667, 4.4",Quiévrain,,"50.4, 3.6833333333333"
George Luks,1867-08-13T00:00:00Z,1933-10-29T00:00:00Z,Williamsport,Point(-77.0186 41.2444),"41.2444, -77.0186",New York,,"40.67, -73.94"
Gaston Eyskens,1905-04-01T00:00:00Z,1988-01-03T00:00:00Z,Lierre,Point(4.566666666 51.133333333),"51.133333333333, 4.5666666666667",Louvain,,"50.866666666667, 4.7"
Christian Rohlfs,1849-12-22T00:00:00Z,1938-01-08T00:00:00Z,arrondissement de Segeberg,Point(10.17 53.92),"53.92, 10.17",Hagen,,"51.359444444444, 7.475"
Józef Bałzukiewicz,1867-04-01T00:00:00Z,1915-02-11T00:00:00Z,Vilnius,Point(25.283333333 54.683333333),"54.683333333333, 25.283333333333",Vilnius,,"54.683333333333, 25.283333333333"
Q211145,1925-05-01T00:00:00Z,1999-09-19T00:00:00Z,Kiev,Point(30.523611111 50.45),"50.45, 30.523611111111",Kiev,,"50.45, 30.523611111111"
Ludwig Bemelmans,1898-04-27T00:00:00Z,1962-10-01T00:00:00Z,Merano,Point(11.163888888 46.668888888),"46.668888888889, 11.163888888889",New York,,"40.67, -73.94"
Alfons von Czibulka,1888-06-28T00:00:00Z,1969-10-22T00:00:00Z,Ratboř,Point(15.159302229 49.978143423),"49.978143423152, 15.15930222986",Munich,,"48.133333333333, 11.566666666667"
Franz Conrad von Hötzendorf,1852-11-11T00:00:00Z,1925-08-25T00:00:00Z,Penzing,Point(16.3031 48.1903),"48.1903, 16.3031",Bad Mergentheim,,"49.5, 9.7666666666667"
Joaquín Luque Roselló,1865-09-27T00:00:00Z,1932-01-23T00:00:00Z,Málaga,Point(-4.416666666 36.716666666),"36.716666666667, -4.4166666666667",Buenos Aires,,"-34.599722222222, -58.381944444444"
Raoul Hausmann,1886-07-12T00:00:00Z,1971-02-01T00:00:00Z,Vienne,Point(16.373064 48.20833),"48.20833, 16.373064",Limoges,,"45.834444444444, 1.2616666666667"
Karl Arnold,1883-04-01T00:00:00Z,1953-11-29T00:00:00Z,Neustadt bei Coburg,Point(11.121111111 50.328888888),"50.328888888889, 11.121111111111",Munich,,"48.133333333333, 11.566666666667"
Nicolaus von Below,1907-09-20T00:00:00Z,1983-07-24T00:00:00Z,Ziethen,Point(13.683333333 53.883333333),"53.883333333333, 13.683333333333",Detmold,,"51.933333333333, 8.8833333333333"
John William Waterhouse,1849-04-06T00:00:00Z,1917-02-10T00:00:00Z,Rome,Point(12.482777777 41.893055555),"41.893055555556, 12.482777777778",Londres,,"51.507222222222, -0.1275"
Herwarth Walden,1878-09-16T00:00:00Z,1941-10-31T00:00:00Z,Berlin,Point(13.383333333 52.516666666),"52.516666666667, 13.383333333333",Saratov,,"51.533333333333, 46"
Nicolas Roerich,1874-10-09T00:00:00Z,1947-12-13T00:00:00Z,Saint-Pétersbourg,Point(30.316666666 59.95),"59.95, 30.316666666667",Kullu,,"31.96, 77.1"
Carl von Marr,1858-02-14T00:00:00Z,1936-07-10T00:00:00Z,Milwaukee,Point(-87.95 43.05),"43.05, -87.95",Munich,,"48.133333333333, 11.566666666667"
Erich Büttner,1889-10-07T00:00:00Z,1936-09-07T00:00:00Z,Berlin,Point(13.383333333 52.516666666),"52.516666666667, 13.383333333333",Fribourg-en-Brisgau,,"47.994722222222, 7.8497222222222"
Heinrich Maria Davringhausen,1894-10-21T00:00:00Z,1970-12-13T00:00:00Z,Aix-la-Chapelle,Point(6.0825 50.774167),"50.774167, 6.0825",Cagnes-sur-Mer,,"43.663611111111, 7.1483333333333"
Gerald Hugh Tyrwitt-Wilson Berners,1883-09-18T00:00:00Z,1950-04-19T00:00:00Z,Faringdon,Point(-1.586 51.657),"51.657, -1.586",Faringdon,,"51.657, -1.586"
George Roux,1853-01-01T00:00:00Z,1929-01-01T00:00:00Z,Ganges,Point(3.708333333 43.934166666),"43.934166666667, 3.7083333333333",Paris,,"48.856577777778, 2.3518277777778"
Hermann Hirzel,1864-07-06T00:00:00Z,1939-06-07T00:00:00Z,Buenos Aires,Point(-58.381944444 -34.599722222),"-34.599722222222, -58.381944444444",Berlin,,"52.516666666667, 13.383333333333"
Peter Weiss,1916-11-08T00:00:00Z,1982-05-10T00:00:00Z,Nowawes,Point(13.0899 52.3965),"52.3965, 13.0899",Stockholm,,"59.329444444444, 18.068611111111"
Wilhelm Dachauer,1881-04-05T00:00:00Z,1951-02-26T00:00:00Z,Ried im Innkreis,Point(13.489444444 48.21),"48.21, 13.489444444444",Vienne,,"48.20833, 16.373064"
Fritz Erler,1868-12-15T00:00:00Z,1940-07-11T00:00:00Z,Ząbkowice Śląskie,Point(16.816666666 50.583333333),"50.583333333333, 16.816666666667",Munich,,"48.133333333333, 11.566666666667"
Alexander Kanoldt,1881-09-29T00:00:00Z,1939-01-24T00:00:00Z,Karlsruhe,Point(8.404166666 49.013888888),"49.013888888889, 8.4041666666667",Berlin,,"52.516666666667, 13.383333333333"
Eugeniusz Geppert,1890-09-04T00:00:00Z,1979-01-13T00:00:00Z,Lviv,Point(24.014166666 49.83),"49.83, 24.014166666667",Wrocław,,"51.10773, 17.03533"
Krsto Hegedušić,1901-11-26T00:00:00Z,1975-04-07T00:00:00Z,Petrinja,Point(16.29 45.4375),"45.4375, 16.29",Zagreb,,"45.8, 15.95"
Heinz Linge,1913-03-23T00:00:00Z,1980-03-09T00:00:00Z,Brême,Point(8.808888888 53.076944444),"53.076944444444, 8.8088888888889",Hambourg,,"53.55, 10"
Baron Raimund von Stillfried,1839-08-06T00:00:00Z,1911-08-11T00:00:00Z,Chomutov,Point(13.411111111 50.462777777),"50.462777777778, 13.411111111111",Vienne,,"48.20833, 16.373064"
Herbert Bayer,1900-04-05T00:00:00Z,1985-09-30T00:00:00Z,Haag am Hausruck,Point(13.642222222 48.185555555),"48.185555555556, 13.642222222222",Montecito,,"34.433611111111, -119.63194444444"
Hermann Vogel,1856-06-01T00:00:00Z,1918-10-17T00:00:00Z,Flensbourg,Point(9.436666666 54.781944444),"54.781944444444, 9.4366666666667",Paris,,"48.856577777778, 2.3518277777778"
Henri de Toulouse-Lautrec,1864-11-24T00:00:00Z,1901-09-09T00:00:00Z,Albi,Point(2.145833333 43.928055555),"43.928055555556, 2.1458333333333",Saint-André-du-Bois,,"44.605, -0.18305555555556"
Alexander Baerwald,1877-03-03T00:00:00Z,1930-10-25T00:00:00Z,Berlin,Point(13.383333333 52.516666666),"52.516666666667, 13.383333333333",Jérusalem,,"31.783333333333, 35.233333333333"
Peter Behrens,1868-04-14T00:00:00Z,1940-02-27T00:00:00Z,Hambourg,Point(10.0 53.55),"53.55, 10",Berlin,,"52.516666666667, 13.383333333333"
Heinrich Hasselhorst,1825-04-04T00:00:00Z,1904-08-07T00:00:00Z,Francfort-sur-le-Main,Point(8.679722222 50.113611111),"50.113611111111, 8.6797222222222",Francfort-sur-le-Main,,"50.113611111111, 8.6797222222222"
Arturo Martini,1889-08-11T00:00:00Z,1947-03-22T00:00:00Z,Trévise,Point(12.242219444 45.672219444),"45.672219444444, 12.242219444444",Milan,,"45.464161, 9.190336"
Georgia O'Keeffe,1887-11-15T00:00:00Z,1986-03-06T00:00:00Z,Sun Prairie,Point(-89.210833 43.187222),"43.187222, -89.210833",Santa Fe,,"35.666666666667, -105.96666666667"
Tibor Czorba,1906-03-15T00:00:00Z,1985-09-05T00:00:00Z,Spišské Podhradie,Point(20.75305556 48.99888889),"48.99888889, 20.75305556",Budapest,,"47.498333333333, 19.040833333333"
Richard Riemerschmid,1868-06-20T00:00:00Z,1957-04-13T00:00:00Z,Munich,Point(11.566666666 48.133333333),"48.133333333333, 11.566666666667",Munich,,"48.133333333333, 11.566666666667"
Anton von Werner,1843-05-09T00:00:00Z,1915-01-04T00:00:00Z,Francfort-sur-l'Oder,Point(14.55 52.35),"52.35, 14.55",Berlin,,"52.516666666667, 13.383333333333"
Xavier Martínez,1869-02-07T00:00:00Z,1943-01-13T00:00:00Z,Guadalajara,Point(-103.351944444 20.666111111),"20.666111111111, -103.35194444444",Carmel-by-the-Sea,,"36.555277777778, -121.92333333333"
Reinhold Hanisch,1884-01-27T00:00:00Z,1937-02-02T00:00:00Z,Grünwald,Point(11.516666666 48.033333333),"48.033333333333, 11.516666666667",Vienne,,"48.20833, 16.373064"
Friedl Dicker-Brandeis,1898-07-30T00:00:00Z,1944-10-09T00:00:00Z,Vienne,Point(16.373064 48.20833),"48.20833, 16.373064",Auschwitz,,"50.035833, 19.178333"
Otto Nückel,1888-09-06T00:00:00Z,1955-11-12T00:00:00Z,Cologne,Point(6.957777777 50.942222222),"50.942222222222, 6.9577777777778",Cologne,,"50.942222222222, 6.9577777777778"
Vassily Kandinsky,1866-12-04T00:00:00Z,1944-12-13T00:00:00Z,Moscou,Point(37.617777777 55.755833333),"55.755833333333, 37.617777777778",Neuilly-sur-Seine,,"48.887222222222, 2.2675"
August Kubizek,1888-08-03T00:00:00Z,1956-10-23T00:00:00Z,Linz,Point(14.283333333 48.3),"48.3, 14.283333333333",Eferding,,"48.308333333333, 14.020277777778"
Jankel Adler,1895-07-26T00:00:00Z,1949-04-25T00:00:00Z,Tuszyn,Point(19.53 51.609166666),"51.609166666667, 19.53",Londres,,"51.507222222222, -0.1275"
Heinrich Vogeler,1872-12-12T00:00:00Z,1942-06-14T00:00:00Z,Brême,Point(8.808888888 53.076944444),"53.076944444444, 8.8088888888889",Karaganda,,"49.8, 73.116666666667"
Nestor Makhno,1888-11-07T00:00:00Z,1934-07-06T00:00:00Z,Houliaïpole,Point(36.263171611 47.664436326),"47.664436326861, 36.263171611288",Paris,,"48.856577777778, 2.3518277777778"
Stuart Sutcliffe,1940-06-23T00:00:00Z,1962-04-10T00:00:00Z,Édimbourg,Point(-3.198888888 55.95),"55.95, -3.1988888888889",Hambourg,,"53.55, 10"
Peter Becker,1828-11-10T00:00:00Z,1904-08-18T00:00:00Z,Francfort-sur-le-Main,Point(8.679722222 50.113611111),"50.113611111111, 8.6797222222222",Soest,,"51.571111111111, 8.1091666666667"
Erich Scheurmann,1878-01-01T00:00:00Z,1957-01-01T00:00:00Z,Hambourg,Point(10.0 53.55),"53.55, 10",Armsfeld,,"51.0517, 9.06321"
Mathias Goeritz,1915-04-04T00:00:00Z,1990-08-04T00:00:00Z,Gdańsk,Point(18.633333333 54.366666666),"54.366666666667, 18.633333333333",Mexico,,"19.419444444444, -99.145555555556"
Oswald Achenbach,1827-02-02T00:00:00Z,1905-02-01T00:00:00Z,Düsseldorf,Point(6.816666666 51.216666666),"51.216666666667, 6.8166666666667",Düsseldorf,,"51.216666666667, 6.8166666666667"
Alexander Baerwald,1877-03-03T00:00:00Z,1930-10-27T00:00:00Z,Berlin,Point(13.383333333 52.516666666),"52.516666666667, 13.383333333333",Jérusalem,,"31.783333333333, 35.233333333333"
Ludwig Meidner,1884-04-18T00:00:00Z,1966-05-14T00:00:00Z,Bierutów,Point(17.533333333 51.133333333),"51.133333333333, 17.533333333333",Darmstadt,,"49.866666666667, 8.65"
Viktor Vasnetsov,1848-05-15T00:00:00Z,1926-07-23T00:00:00Z,Kirov,Point(49.65 58.6),"58.6, 49.65",Moscou,,"55.755833333333, 37.617777777778"
Maria Reiter,1909-12-23T00:00:00Z,1992-07-28T00:00:00Z,Berchtesgaden,Point(13.004166666 47.631388888),"47.631388888889, 13.004166666667",Munich,,"48.133333333333, 11.566666666667"
Zlatko Latković,1928-03-18T00:00:00Z,1999-02-10T00:00:00Z,Šid,Point(19.226388888 45.128333333),"45.128333333333, 19.226388888889",Zagreb,,"45.8, 15.95"
Émile Friant,1863-04-16T00:00:00Z,1932-06-09T00:00:00Z,Dieuze,Point(6.719722222 48.812222222),"48.812222222222, 6.7197222222222",Paris,,"48.856577777778, 2.3518277777778"
Albert Schickedanz,1846-10-14T00:00:00Z,1915-07-11T00:00:00Z,Bielsko-Biała,Point(19.044444444 49.8225),"49.8225, 19.044444444444",Budapest,,"47.498333333333, 19.040833333333"
Andreas Achenbach,1815-09-29T00:00:00Z,1910-04-01T00:00:00Z,Cassel,Point(9.497777777 51.319722222),"51.319722222222, 9.4977777777778",Düsseldorf,,"51.216666666667, 6.8166666666667"
Alfred Roller,1864-10-02T00:00:00Z,1935-06-21T00:00:00Z,Brno,Point(16.608333333 49.195277777),"49.195277777778, 16.608333333333",Vienne,,"48.20833, 16.373064"
Adolf Hengeler,1863-02-11T00:00:00Z,1927-12-03T00:00:00Z,Kempten,Point(10.316666666 47.733333333),"47.733333333333, 10.316666666667",Munich,,"48.133333333333, 11.566666666667"
Josep Dalmau i Rafel,1867-01-01T00:00:00Z,1937-01-01T00:00:00Z,Manresa,Point(1.829166666 41.726388888),"41.726388888889, 1.8291666666667",Barcelone,,"41.3825, 2.1769444444444"
Gibran Khalil Gibran,1883-01-06T00:00:00Z,1931-04-10T00:00:00Z,Bcharré,Point(36.097222222 34.251388888),"34.251388888889, 36.097222222222",New York,,"40.67, -73.94"
Asger Jorn,1914-03-03T00:00:00Z,1973-05-01T00:00:00Z,Vejrum,Point(8.58833333 56.44916667),"56.44916667, 8.58833333",Aarhus,,"56.156388888889, 10.209722222222"
Felix Moscheles,1833-02-08T00:00:00Z,1917-12-22T00:00:00Z,Londres,Point(-0.1275 51.507222222),"51.507222222222, -0.1275",Tunbridge Wells,,"51.132, 0.263"
Georges Dufrénoy,1870-06-20T00:00:00Z,1943-12-09T00:00:00Z,Thiais,Point(2.391388888 48.764444444),"48.764444444444, 2.3913888888889",Salles-Arbuissonnas-en-Beaujolais,,"46.040555555556, 4.6338888888889"
Abdülmecit II,1868-05-29T00:00:00Z,1944-08-23T00:00:00Z,Istanbul,Point(28.960277777 41.01),"41.01, 28.960277777778",Paris,,"48.856577777778, 2.3518277777778"
Kate Greenaway,1846-03-17T00:00:00Z,1901-11-06T00:00:00Z,Londres,Point(-0.1275 51.507222222),"51.507222222222, -0.1275",Frognal,,"51.5539, -0.182222"
Anders Zorn,1860-02-18T00:00:00Z,1920-08-22T00:00:00Z,Mora,Point(14.533333333 61.016666666),"61.016666666667, 14.533333333333",Mora,,"61.016666666667, 14.533333333333"
Arthur Bispo do Rosario,1909-01-01T00:00:00Z,1989-01-01T00:00:00Z,Japaratuba,Point(-36.94 -10.592777777),"-10.592777777778, -36.94",Rio de Janeiro,,"-22.908333333333, -43.196388888889"
Werner Schreib,1925-01-01T00:00:00Z,1969-01-01T00:00:00Z,Berlin,Point(13.383333333 52.516666666),"52.516666666667, 13.383333333333",Lorsch,,"49.653888888889, 8.5675"
Gunter Böhmer,1911-04-13T00:00:00Z,1986-01-08T00:00:00Z,Dresde,Point(13.733333333 51.033333333),"51.033333333333, 13.733333333333",Lugano,,"46.010277777778, 8.9625"
Fritz von Uhde,1848-05-22T00:00:00Z,1911-02-25T00:00:00Z,Limbach-Oberfrohna,Point(12.75 50.866666666),"50.866666666667, 12.75",Munich,,"48.133333333333, 11.566666666667"
Friedrich Weidig,1859-05-26T00:00:00Z,1933-09-28T00:00:00Z,Giessen,Point(8.666666666 50.583333333),"50.583333333333, 8.6666666666667",Munich,,"48.133333333333, 11.566666666667"
Cyril Norman Hinshelwood,1897-06-19T00:00:00Z,1967-10-09T00:00:00Z,Londres,Point(-0.1275 51.507222222),"51.507222222222, -0.1275",Londres,,"51.507222222222, -0.1275"
Adolf Hengeler,1863-02-11T00:00:00Z,1927-12-04T00:00:00Z,Kempten,Point(10.316666666 47.733333333),"47.733333333333, 10.316666666667",Munich,,"48.133333333333, 11.566666666667"
Fritz Kronenberg,1901-02-13T00:00:00Z,1960-04-04T00:00:00Z,Cologne,Point(6.957777777 50.942222222),"50.942222222222, 6.9577777777778",Hambourg,,"53.55, 10"
Alfred Partikel,1888-10-07T00:00:00Z,1945-10-20T00:00:00Z,Gołdap,Point(22.309444444 54.316111111),"54.316111111111, 22.309444444444",Ahrenshoop,,"54.381388888889, 12.42"
Carl Krayl,1890-04-17T00:00:00Z,1947-04-01T00:00:00Z,Weinsberg,Point(9.285833333 49.151944444),"49.151944444444, 9.2858333333333",Werder,,"52.378055555556, 12.935"
Leo von König,1871-02-28T00:00:00Z,1944-04-09T00:00:00Z,Brunswick,Point(10.521111111 52.269166666),"52.269166666667, 10.521111111111",Tutzing,,"47.908888888889, 11.281388888889"
Waldemar Flaig,1892-01-27T00:00:00Z,1932-04-04T00:00:00Z,Villingen-Schwenningen,Point(8.458611111 48.060277777),"48.060277777778, 8.4586111111111",Villingen-Schwenningen,,"48.060277777778, 8.4586111111111"
Heinrich Ehmsen,1886-08-09T00:00:00Z,1964-05-06T00:00:00Z,Kiel,Point(10.140555555 54.325277777),"54.325277777778, 10.140555555556",Berlin,,"52.516666666667, 13.383333333333"
Alexander Zick,1845-01-01T00:00:00Z,1907-11-10T00:00:00Z,Coblence,Point(7.597777777 50.359722222),"50.359722222222, 7.5977777777778",Berlin,,"52.516666666667, 13.383333333333"
Ernst Bosch,1834-03-23T00:00:00Z,1917-03-22T00:00:00Z,Krefeld,Point(6.566666666 51.333333333),"51.333333333333, 6.5666666666667",Düsseldorf,,"51.216666666667, 6.8166666666667"
Gerhard Altenbourg,1926-11-22T00:00:00Z,1989-12-30T00:00:00Z,Waltershausen,Point(10.555833333 50.8975),"50.8975, 10.555833333333",Meißen,,"51.163611111111, 13.4775"
Otto Geleng,1843-01-01T00:00:00Z,1939-01-01T00:00:00Z,Berlin,Point(13.383333333 52.516666666),"52.516666666667, 13.383333333333",Taormine,,"37.85, 15.3"
Eduard Pechuël-Loesche,1840-07-26T00:00:00Z,1913-05-29T00:00:00Z,Zöschen,Point(12.116111111 51.358055555),"51.358055555556, 12.116111111111",Munich,,"48.133333333333, 11.566666666667"
Ödön Márffy,1878-11-30T00:00:00Z,1959-12-03T00:00:00Z,Budapest,Point(19.040833333 47.498333333),"47.498333333333, 19.040833333333",Budapest,,"47.498333333333, 19.040833333333"
